Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
5246,What?!,Phoebe Sr,surprise,negative,530,3
5247,"Umm, okay, okay, look.",Phoebe,neutral,neutral,530,4
5248,I took this picture from your fridge.,Phoebe,anger,negative,530,5
5249,"Okay, because I know that this is my Father.",Phoebe,anger,negative,530,6
5250,"Yeah, this is Frank Buffay and you are standing right there next to him.",Phoebe,anger,negative,530,7
5251,"Now, look I deserve to know where I came from.",Phoebe,anger,negative,530,8
5252,All right?,Phoebe,anger,negative,530,9
5253,So if you can help me find my Father then you should!,Phoebe,anger,negative,530,10
5254,"Otherwise, you?re just mean!",Phoebe,anger,negative,530,11
5255,"So, just tell me the truth!",Phoebe,anger,negative,530,12
5256,"All right, the man in the picture is Chuck Magioni.",Phoebe Sr,neutral,neutral,530,13
5257,My Father is Chuck Magioni?,Phoebe,surprise,negative,530,14
5258,"No, no, that?s just Chuck Magioni, I-I sold him a house last year!",Phoebe Sr,neutral,neutral,530,15
5259,"And I?m very sorry, but I don?t know where your Father is, and that?s the truth.",Phoebe Sr,sadness,negative,530,16
5260,Oh.,Phoebe,sadness,negative,530,17
5261,"But umm, you?re right.",Phoebe Sr,neutral,neutral,530,18
5262,I think that a person should know where they come from.,Phoebe Sr,neutral,neutral,530,19
5263,"Wh-which is why I ah,  ahh,  okay.",Phoebe Sr,neutral,neutral,530,20
5264,I?m your mother.,Phoebe Sr,neutral,neutral,530,21
5265,Heh?,Phoebe,surprise,negative,530,22
5266,"Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and...",Phoebe Sr,sadness,negative,530,23
5267,What?s happening to your accent?,A Student,surprise,negative,531,0
5268,Come again?,Ross,surprise,negative,531,1
5269,What?s-what?s this nonsense?,Ross,fear,negative,531,2
5270,"All right, I?m-I?m not English.",Ross,sadness,negative,531,3
5271,I?m from Long Island.,Ross,neutral,neutral,531,4
5272,"I was really nervous and the accent just uh, just came out.",Ross,sadness,negative,531,5
5273,I?m sorry.,Ross,sadness,negative,531,6
5274,"So, if we could just get back to the lecture.",Ross,neutral,neutral,531,7
5275,"Umm, were there any questions?",Ross,neutral,neutral,531,8
5276,About paleontology.,Ross,neutral,neutral,531,9
5277,"All right, look I was just trying to make a good first impression.",Ross,anger,negative,531,10
5278,"Obviously, I screwed up.",Ross,sadness,negative,531,11
5279,But what you guys think of me is really important because I?m-I?m hoping to get a permanent job here.,Ross,neutral,neutral,531,12
5280,So if you just give me another chance to make a good impression,Ross,neutral,neutral,531,13
5281,Ross!! Are you crazy?! I am,Rachel,anger,negative,531,14
5282,"Well, hello Rachel!",Ross,surprise,positive,531,15
5283,"Where you going, Joe?",Chandler,neutral,neutral,532,0
5284,For a walk.,Joey,neutral,neutral,532,1
5285,Oh. You mind if I join you?,Chandler,neutral,neutral,532,2
5286,"Actually, that will be long. You know, I really need to organize    my thoughts.",Joey,neutral,neutral,532,3
5287,Your thoughts? Plural?,Chandler,surprise,positive,532,4
5288,"Allright, fine, I only have one thought! It's about the hot nanny,    I gotta see her!",Joey,joy,positive,532,5
5289,"I'm afraid I can't let you do that, Joe.",Chandler,neutral,neutral,532,6
5290,Now YOU'RE telling me I can't see her??,Joey,anger,negative,532,7
5291,You guys are killing me!,Joey,sadness,negative,532,8
5292,She's forbidden fruit!,Joey,sadness,negative,532,9
5293,"It's like ... like she's the princess and I'm the stable    boy ... Why are you doing this, huh?",Joey,sadness,negative,532,10
5294,Did Ross tell you not to let me go over    there?,Joey,neutral,neutral,532,11
5295,"Yes, as a matter of fact he did, so I can't let you go.",Chandler,neutral,neutral,532,12
5296,Huh. Interesting. Now there are obstacles. Hot nanny and me against    the world. This is the kind of stuff great novels are made of.,Joey,anger,negative,532,13
5297,Great novels?,Chandler,surprise,positive,532,14
5298,Fine ... mediocre porn,Joey,neutral,neutral,532,15
5299,"Okay, I think we can get the evaluation back before they see it, but we?re gonna have to get into Mr. Zelner?s office.",Rachel,neutral,neutral,533,0
5300,"Now, he doesn?t get in until 10, so he?s no problem, but his assistant, Betty, she comes in early to eat her breakfast at her desk.",Rachel,neutral,neutral,533,1
5301,That?s kinda sad.,Tag,sadness,negative,533,2
5302,"Yeah, well Betty is kinda sad. Which is why I believe I can lure her away with these chocolates.  Now, while I distract her,",Rachel,neutral,neutral,533,3
5303,Got it!,Tag,joy,positive,533,4
5304,Let?s roll!,Rachel,joy,positive,533,5
5305,"Hello Rachel, you uh, got a minute?",Mr. Zelner,neutral,neutral,533,6
5306,"Yeah, sure Mr. Zelner, for you anything?minute. Okay. Fine.  Abort the plan, abort the plan.",Rachel,neutral,neutral,533,7
5307,"Uh actually, I?d like to speak with both of you.",Mr. Zelner,neutral,neutral,533,8
5308,"Okay. Uh, well can we, can we get you anything Mr. Zelner? Maybe some chocolates?",Rachel,neutral,neutral,533,9
5309,"Cassie, are you finding everything okay in there?",Phoebe,neutral,neutral,534,0
5310,Yeah! Thank you so much for letting me stay here.,Cassie,neutral,neutral,534,1
5311,Oh! No problem! I,Phoebe,joy,positive,534,2
5312,What?,Cassie,surprise,positive,534,3
5313,You are iron.,Hoshi,neutral,neutral,535,0
5314,You are steel!,Hoshi,joy,positive,535,1
5315,"Let me ask you something, how come when I call your computer support line, I have to wait an hour and a half?",Hoshi,anger,negative,535,2
5316,"I told you, we?re adding new operators all the time. Could we concentrate on my training?",Pete,neutral,neutral,535,3
5317,"I mean why, of all people would you want to go out with Chip?!",Rachel,surprise,negative,536,0
5318,"Look, you and I went to different high schools...",Monica,neutral,neutral,536,1
5319,"Okay, that doesn?t help me, because we went to the same high school.",Rachel,neutral,neutral,536,2
5320,"You went to one where you were popular, and you got to ride off Chip?s motorcycle, and wear his letterman jacket.",Monica,neutral,neutral,536,3
5321,I went to one where I wore a band uniform they had to have specially made.,Monica,sadness,negative,536,4
5322,They had to have that specially made?!,Rachel,surprise,negative,536,5
5323,It was a project for one of the Home Ec classes.,Monica,neutral,neutral,536,6
5324,"Oh my God, they told us that was for the mascot!",Rachel,surprise,negative,536,7
5325,"Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now he?s-he?s called me up and asked me out.",Monica,surprise,positive,536,8
5326,And the fat girl inside of me really wants to go.,Monica,joy,positive,536,9
5327,I-I owe her this.,Monica,neutral,neutral,536,10
5328,I never let her eat.,Monica,neutral,neutral,536,11
5329,"Oh, you go out with him.",Rachel,neutral,neutral,536,12
5330,"Oh, really?!",Monica,surprise,positive,536,13
5331,"Yeah. Just, if it?s possible, could you leave him somewhere and go have sex with another guy?",Rachel,neutral,neutral,536,14
5332,I?ll try.,Monica,neutral,neutral,536,15
5333,"Hey! Tall guy! Hey, listen, I wanted to talk to you about that girl that you?re dancing with.",Joey,neutral,neutral,537,0
5334,"Yeah, yeah, okay.",Joey,neutral,neutral,537,1
5335,"Uh, look buddy, I came with that girl, and I had this plan to kiss her at the new years countdown ? I?m trying to win her over, so I was wondering if..",Joey,joy,positive,537,2
5336,"Oh come on man, you can dance with my partner, she?s real, uh, mellow!",Joey,anger,negative,537,3
5337,"Well, I was hoping after tonight that maybe I could you know",Joey,neutral,neutral,537,4
5338,"Ross, get over it! It?s not like she hates you.",Rachel,anger,negative,538,0
5339,Yeah but,Ross,sadness,negative,538,1
5340,"Ross, she?s not weird, she just wants her stuff to be one of a kind.",Rachel,neutral,neutral,538,2
5341,Huh. Y?know what?s not one of a kind? A twin!,Ross,anger,negative,538,3
5345,"Ooh, Phoebe?s here! Okay, let?s turn out all the lights and we?ll just watch the movie!",Rachel,joy,positive,538,4
5346,"Okay. Hey?Ooh, cool sheets!",Phoebe,joy,positive,538,5
5347,"Oh, you like it? You wanna know where I got it?",Ross,joy,positive,538,6
5348,Sure!,Phoebe,joy,positive,538,7
5349,He got it a flea market!,Rachel,joy,positive,538,8
5350,"You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.",Phoebe,disgust,negative,538,9
5351,And Joey?,Rachel,neutral,neutral,539,0
5352,How do you think she's doing?,Joey,neutral,neutral,539,1
5353,Am I the only one who doesn't think that she's hot? Ross?,Rachel,surprise,positive,539,2
5354,"Eh, I mean, I mena she's not unattractive but hot? I ....",Ross,surprise,positive,539,3
5355,Thank you!,Rachel,joy,positive,539,4
5356,Now that Rachel's gone?,Chandler,neutral,neutral,539,5
5357,So hot I cried myself to sleep last night.,Rachel,sadness,negative,539,6
5358,"Oh, god help us.",Monica,sadness,negative,540,0
5359,What?,Joey,surprise,negative,540,1
5360,Ugly Naked Guy's laying kitchen tile. Eww!,Monica,disgust,negative,540,2
5361,"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",Joey,disgust,negative,540,3
5363,"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",Joey,sadness,negative,540,5
5364,"So honey, this morning was fun, huh? Me hopping in on you in the shower there.",Ross,joy,positive,541,0
5365,Yeah! And maybe someday we could get a place with two bathrooms.,Carol,joy,positive,541,1
5366,"Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little.",Ross,neutral,neutral,541,2
5367,What do you mean?,Carol,surprise,positive,541,3
5368,Carol our sex life is?it?s just not working,Ross,sadness,negative,541,4
5369,Hey there little fella!,Ross,joy,positive,541,5
5370,"Hey, uh-hey, why don?t we get some shoes on ya, huh?",Ross,neutral,neutral,541,6
5371,"Hey, why don?t you show dad how you can put your shoes on, in your room!",Ross,joy,positive,541,7
5372,Yay!,Ross,joy,positive,541,8
5374,Yay!,Ben,joy,positive,541,9
5375,Yay!,Ross,joy,positive,541,10
5376,"Seriously, our sex life? I was thinking, maybe I don?t know, we could try some-some new things.",Ross,neutral,neutral,541,11
5378,For fun?,Ross,neutral,neutral,541,12
5379,Like what?,Carol,surprise,positive,541,13
5380,"Well I don?t know umm,  what if we were too tie each other up?",Ross,joy,positive,541,14
5381,"Umm, some people eat stuff off one another.",Ross,neutral,neutral,541,15
5382,Nah!,Ross,disgust,negative,541,16
5383,"Umm, y?know we-we could try dirty talk?",Ross,neutral,neutral,541,17
5384,"Umm, we could, we could have a threesome.",Ross,neutral,neutral,541,18
5385,I love that idea!,Carol,joy,positive,541,19
5387,So who?s idea was it to put everybody in the diner on skates?,Rachel,neutral,neutral,542,0
5388,"Oh, some idiot customer put a suggestion in the suggestion box.",Monica,anger,negative,542,1
5389,"Oh my God, they took my idea!",Phoebe,surprise,positive,542,2
5390,That was you?!,Monica,surprise,negative,542,3
5391,"Yeah! Okay, here you go.",Phoebe,joy,positive,542,4
5392,"Rachel, I made you a cocoa.",Gunther,neutral,neutral,542,5
5393,"Oh my God, are you guys okay?",Phoebe,surprise,negative,542,6
5394,Are you all right?,Gunther,surprise,negative,542,7
5395,Oh my.,Joey,surprise,positive,542,8
5396,Sit!,Rachel,anger,negative,543,0
5397,Hi.,Joshua,neutral,neutral,543,1
5398,"Oh my gosh, Joshua!",Rachel,surprise,positive,543,2
5399,All those things I said about not being ready,Joshua,neutral,neutral,544,0
5400,They?re not true?,Rachel,fear,negative,544,1
5401,"No, they?re-they?re all true.",Joshua,neutral,neutral,544,2
5402,Oh.,Rachel,joy,positive,544,3
5403,But,Joshua,neutral,neutral,544,4
5404,"Oh! Oh, I love that but.",Rachel,surprise,positive,544,5
5405,You wanna go inside and have some coffee?,Rachel,neutral,neutral,544,6
5406,Yeah.,Joshua,neutral,neutral,544,7
5407,Okay.  Every time.,Rachel,neutral,neutral,544,8
5413,"What, Phoebe, did you whip the potatoes? Ross needs lumps!",Monica,anger,negative,545,0
5414,"Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions.",Phoebe,sadness,negative,545,1
5415,Why would we do that?,Monica,surprise,negative,545,2
5416,"Well, 'cause then they'd be like my mom used to make them, you know, before she died.",Phoebe,sadness,negative,545,3
5417,"Ok, three kinds of potatoes coming up.",Monica,neutral,neutral,545,4
5418,"Ok, good-bye you guys. Thanks for everything.  Oh, sorry! Oh, sorry!",Rachel,joy,positive,545,5
5419,The most unbelievable thing has happened. Underdog has just gotten away.,Chandler,surprise,negative,545,6
5420,The balloon?,Joey,neutral,neutral,545,7
5421,"No, no, the actual cartoon character. Of course the balloon. It's all over the news. Right before he reached",Chandler,neutral,neutral,545,8
5422,"I can't, I gotta go.",Rachel,neutral,neutral,545,9
5423,Come on. An 80-foot inflatable dog let loose over the city. How often does that happen?,Chandler,surprise,negative,545,10
5424,Almost never.,Phoebe,anger,negative,545,11
5425,Got the keys?,Monica,neutral,neutral,545,12
5426,Ok.,Rachel,neutral,neutral,545,13
5427,What d'you think?,Monica,neutral,neutral,546,0
5428,Lot of things.,Joey,neutral,neutral,546,1
5429,Which one do you think she is?,Rachel,neutral,neutral,546,2
5430,May I help you?,Teacher,neutral,neutral,546,3
5431,"Oh, no thanks, we're just here to observe.",Monica,neutral,neutral,546,4
5432,You don't observe a dance class. You,Teacher,neutral,neutral,546,5
5433,What does she mean?,Rachel,neutral,neutral,546,6
5434,I think she means  'You,Phoebe,neutral,neutral,546,7
5435,"Okay, d'y'see anybody you think could be me?",Monica,anger,negative,546,8
5436,People! Last time there were some empty yoghurt containers lying around after class. Let's not have that happen again!,Teacher,anger,negative,546,9
5437,She could be you.,Rachel,neutral,neutral,546,10
5438,"Let's get started. Five, six, a-five six seven eight...",Teacher,neutral,neutral,546,11
5439,"Okay, I'm not getting this!",Monica,anger,negative,546,12
5440,I'm totally getting it!,Phoebe,joy,positive,546,13
5441,Did you ever feel like sometimes you are just so unbelievably uncoordinated?,Monica,sadness,negative,546,14
5442,What? You just click when they click.,Rachel,surprise,positive,546,15
5443,"Alright people, now everyone grab a partner.",Teacher,neutral,neutral,546,16
5444,"Okay. And, my, dead, mother, says, you, are, it. I'm with Rachel.",Phoebe,neutral,neutral,546,17
5445,Great. It's gym class all over again.,Monica,disgust,negative,546,18
5446,"I'm not crazy, right? I mean, it was never like that.",Rachel,surprise,positive,547,0
5447,"Nooo, it wasn't.",Barry,neutral,neutral,547,1
5448,"Ooh, and it's so nice having this little sink here...",Rachel,joy,positive,547,2
5449,"Oh, ain't this nice? It's so quiet, I could just lie here all day.",Chandler,joy,positive,548,0
5450,I know,Monica,neutral,neutral,548,1
5451,Open your drapes! Open your drapes!,Rachel,joy,positive,548,2
5452,I'm so glad we've got adjoining rooms!,Chandler,joy,positive,548,3
5453,The sun is out!,Monica,joy,positive,548,4
5454,Hey! Remember when I had corneas?,Chandler,anger,negative,548,5
5455,"Ok listen, you go down to the pool and reserve the chairs, and I'll get the magazines and the lotion.",Monica,neutral,neutral,548,6
5456,Ladies? Ross's speech is in 45 minutes.,Chandler,neutral,neutral,548,7
5459,"Walls are pretty thin, guys!",Ross,anger,negative,548,10
5460,"Hi uh, I?m Joey Tribbiani and with all do respect I?d like to donate some fluids.",Joey,joy,positive,549,0
5461,"We?re actually at the end of one of our research cycles, so we?re not looking for applicants right now.",Receptionist,neutral,neutral,549,1
5462,"Oh that?s too bad. I?ve kinda been saving up.  Uh, are you sure there?s no studies I can participate in?",Joey,sadness,negative,549,2
5463,"Well, here?s a schedule of what?s coming up.",Receptionist,neutral,neutral,549,3
5464,Thanks.  Well but this one starts now.,Joey,neutral,neutral,549,4
5465,"Oh that one is available now, but only identical twins are eligible. It?s a twins study.",Receptionist,neutral,neutral,549,5
5466,"But it?s $2,000.",Joey,surprise,positive,549,6
5467,Sorry.,Receptionist,sadness,negative,549,7
5468,Well how about this one? Testing the effects of Joey Tribbiani on attractive nurse receptionists.,Joey,neutral,neutral,549,8
5469,"We already got the results back on that on, and they?re not good.",Receptionist,joy,positive,549,9
5470,Hey! How?s it goin??,Monica,neutral,neutral,550,0
5471,"Well, not much has changed in the last five minutes.",Phoebe,neutral,neutral,551,0
5472,Yes it has! I made cookies!,Monica,joy,positive,551,1
5473,Oh that?s all right. I?m still full from your homemade potato chips.,Phoebe,neutral,neutral,551,2
5474,But you should eat them now because they?re hot from the oven.,Monica,joy,positive,551,3
5475,Okay.,Phoebe,neutral,neutral,551,4
5476,"Oh-ho! But not in here! Can?t eat ?em in bed, remember? No crumbies!",Monica,joy,positive,551,5
5477,"Okay, I?ll be out in a second.",Phoebe,neutral,neutral,551,6
5478,Okay!,Monica,neutral,neutral,551,7
5479,What are you doing?,Monica,neutral,neutral,551,8
5480,That doesn?t lock does it?,Phoebe,neutral,neutral,551,9
5481,"You know, it still smells like monkey in there.",Monica,disgust,negative,552,0
5482,That saves us a conversation.,Julie,neutral,neutral,552,1
5483,"Well, listen, this has been great but I'm officially wiped.",Chandler,neutral,neutral,552,2
5484,"Me too, we should get goin'.",Joey,neutral,neutral,552,3
5485,No.,Stephanie,neutral,neutral,552,4
5487,"Okay, here comes another camera.",Monica,neutral,neutral,553,0
5488,Right. No biggie. Stay loose.,Ross,neutral,neutral,553,1
5489,Why do they keep doing that?,Ross,neutral,neutral,553,2
5490,"If we wanna get on camera, I think we have to get up on one of those platforms.",Monica,neutral,neutral,553,3
5491,They?ve been taping those people up there all day.,Monica,neutral,neutral,553,4
5492,Right.,Ross,neutral,neutral,553,5
5493,"Hey, what?d you guys do to get up on there?",Ross,joy,positive,553,6
5494,Oh yeah? Well when you learned how to dance did you forget how to put on underpants?,Monica,joy,positive,553,7
5495,Yeah!,Ross,joy,positive,553,8
5496,Hey! You?re a good dancer!,Janine,surprise,positive,553,9
5497,Really?,Joey,surprise,positive,553,10
5498,"Yeah, well you?d be better if you just loosened your hips a little.",Janine,neutral,neutral,553,11
5499,What do you mean?,Joey,neutral,neutral,553,12
5500,Like this.,Janine,neutral,neutral,553,13
5501,"That?s it, feel the rhythm. That?s better.",Janine,neutral,neutral,553,14
5502,Uh-huh.,Joey,neutral,neutral,553,15
5503,"Okay, you?re dancing with that girl over there.",Director,neutral,neutral,553,16
5504,No-no-no-no-no we came together!,Joey,joy,positive,553,17
5505,"I don?t see it.  You are dancing with the tall guy over there. Tall guy, raise your hand!",Director,neutral,neutral,553,18
5506,"No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot.",Joey,sadness,negative,553,19
5507,"Really, y?think so? I don?t..",Director,anger,negative,553,20
5508,Why aren?t you home yet?!,Rachel,anger,negative,554,0
5509,Is someone there?,Monica,anger,negative,554,1
5510,"Oh yes, it?s me! Sorry!",Rachel,neutral,neutral,554,2
5511,What are you doing here?,Chandler,neutral,neutral,554,3
5512,"Uh, I?m just, I?m just looking out your window. At-at the view. What are you guys doing?",Rachel,neutral,neutral,554,4
5513,We got some,Chandler,neutral,neutral,554,5
5514,"Oh, he brought her back to his apartment.",Rachel,neutral,neutral,554,6
5515,Who?  Is that your sister?,Monica,surprise,negative,554,7
5516,"Ugh, she",Rachel,neutral,neutral,554,8
5517,"God, Ross is on a date with your sister! How weird is that?!",Monica,disgust,negative,554,9
5518,"Oh my God, look-look he?s taking off her clothes!",Rachel,sadness,negative,554,10
5519,He?s taking off her coat!,Chandler,disgust,negative,554,11
5520,"Oh, this is just terrible.",Rachel,disgust,negative,554,12
5521,Ross! Wait!,Elizabeth,sadness,negative,555,0
5522,"Elizabeth, thank God! I was just thinking about",Ross,joy,positive,555,1
5523,You suck!!,Elizabeth,anger,negative,555,2
5524,What?!,Ross,anger,negative,555,3
5525,"Okay, break-up?s still on!",Ross,anger,negative,555,4
5526,Hey.,Joey,neutral,neutral,556,0
5527,Hey.,Ross,neutral,neutral,556,1
5528,"Look, I understand if you came by to hit me, I deserve it.",Joey,sadness,negative,556,2
5529,"No, I don?t want to hit you.",Ross,neutral,neutral,556,3
5530,Oh what then? Kick me?,Joey,anger,negative,556,4
5531,No.,Ross,neutral,neutral,556,5
5532,"My son? Pretty serious.  Oh hey Katie!  What uh, what are you doing here?",Ross,surprise,positive,556,6
5533,"Well, the delivery went out to you and I realized they forgot this.",Katie,neutral,neutral,557,0
5534,"Ah, must?ve been fairly obvious since it was the only thing left in your store.",Ross,neutral,neutral,557,1
5535,"Listen, to be honest, home deliveries are really a part of my job description.",Katie,neutral,neutral,557,2
5536,Oh.,Ross,neutral,neutral,557,3
5537,Oh uh?I actually came here to ask you out.,Katie,fear,negative,557,4
5538,"Oh! Wow! Uh, yeah! That sounds great. I?m just gonna put this  back in my pocket, pretend",Ross,joy,positive,557,5
5539,Sure!,Katie,joy,positive,557,6
5540,Horny bitch.  No! You?re a horny bitch! Noooo! You?re the horny bitch! No! You?re a horny bitch!,Rachel,anger,negative,557,7
5541,Chandler!! You have the best taste in men!,Rachel,joy,positive,558,0
5542,"Well, like father, like son.",Chandler,neutral,neutral,558,1
5543,Patrick and I had such a great time last night! I mean I think this could maybe turn into something serious.,Rachel,joy,positive,558,2
5544,Really?! I-I thought you weren?t looking for something serious? I thought you were looking for some kind of a fling.,Chandler,surprise,positive,558,3
5545,"Well, y'know, possibly.  You didn?t tell him that, though? Right?",Rachel,fear,negative,558,4
5546,"Ummmmmmmm, no.",Chandler,neutral,neutral,558,5
5547,You told this guy that I was looking for a fling?! You don?t tell the guy that!,Rachel,anger,negative,558,6
5549,"Oh, between you telling him that I wanted to have a fling and me putting out on the first date?oh, he?s so gonna get the wrong idea.",Rachel,sadness,negative,558,8
5550,"Alright, so I'm back in high school, I'm standing in the middle of the cafeteria, and I realize I am totally naked.",Chandler,neutral,neutral,559,0
5551,"Oh, yeah. Had that dream.",All,neutral,neutral,559,1
5552,"Then I look down, and I realize there's a phone... there.",Chandler,surprise,negative,559,2
5553,Instead of...?,Joey,surprise,negative,559,3
5554,That's right.,Chandler,neutral,neutral,559,4
5555,Never had that dream.,Joey,neutral,neutral,559,5
5556,No.,Phoebe,neutral,neutral,559,6
5557,"All of a sudden, the phone starts to ring.",Chandler,neutral,neutral,559,7
5560,Honey! Dinner?s ready!,Monica,joy,positive,560,0
5561,What?s my little chef got for me tonight?,Joey,joy,positive,560,1
5562,Your favorite!,Monica,joy,positive,560,2
5563,"Ho-ho-ho,  fried stuff with cheese!",Joey,joy,positive,560,3
5564,Yep! And lot?s of it!,Monica,joy,positive,560,4
5565,Thanks sweetheart. Give me a little sugar here.  Okay.,Joey,joy,positive,560,5
5566,"Okay, in we go.",Monica,joy,positive,560,6
5567,Here we go! Here we go! Here we go!  How you doin??,Joey,joy,positive,560,7
5568,"Something went wrong with Underdog, and they couldn't get his head to inflate.",Monica,neutral,neutral,561,0
5569,"So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is.",Monica,joy,positive,561,1
5570,"Um, I've got something in my eye, uh, Joey, could we check it in the light, please?",Monica,neutral,neutral,561,2
5571,Oh my god.,Monica,surprise,negative,561,3
5572,What?,Joey,surprise,negative,561,4
5573,Hello! Were we at the same table? It's like... cocktails in Appalachia.,Monica,anger,negative,561,5
5574,"Come on, they're close.",Joey,neutral,neutral,561,6
5575,Close? She's got her tongue in his ear.,Monica,disgust,negative,561,7
5576,"Oh, like you've never gotten a little rambunctious with Ross.",Joey,neutral,neutral,561,8
5577,"Joey, this is sick, it's disgusting, it's, it's?not really true, is it?",Monica,disgust,negative,561,9
5578,"Well, who's to say what's true? I mean...",Joey,neutral,neutral,561,10
5579,"Oh my god, what were you thinking?",Monica,disgust,negative,561,11
5580,"All right, look, I'm not proud of this, ok? Well, maybe I am a little.",Joey,neutral,neutral,561,12
5581,Oh!,Monica,surprise,negative,561,13
5582,Ow!,Joey,surprise,negative,561,14
5583,I'm outta here.,Monica,disgust,negative,561,15
5584,"Wait, wait, wait. You want him, I want her. He likes you.",Joey,neutral,neutral,561,16
5585,Really?,Monica,surprise,positive,561,17
5586,"Yeah. I'm thinking, if we put our heads together, between the two of us, we can break them up.",Joey,neutral,neutral,561,18
5587,Hello! One marriage please!,Chandler,joy,positive,562,0
5588,"Yep, we wanna get married!",Monica,joy,positive,562,1
5589,All right.,Monica,neutral,neutral,562,2
5590,Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum!,Chandler,joy,positive,562,3
5591,What are you doing?,Monica,neutral,neutral,562,4
5592,"Oh, that's",Chandler,neutral,neutral,562,5
5593,"No, only because that's the graduation song.",Monica,neutral,neutral,562,6
5594,Okay!  This is it!  We're gonna get married!,Chandler,joy,positive,562,7
5595,Are you sure you wanna do this?,Monica,neutral,neutral,562,8
5596,"Well, hello, Mrs. Ross!",Ross,joy,positive,562,9
5597,"Well, hello, Mr. Rachel!",Rachel,joy,positive,562,10
5598,Wait!  Okay!,Rachel,neutral,neutral,562,11
5599,Would you ever be a surrogate for anyone?,Monica,neutral,neutral,563,0
5600,It depends on who asked.,Rachel,neutral,neutral,563,1
5601,What if I asked?,Monica,neutral,neutral,563,2
5602,"Oh, Mon, sure.",Rachel,neutral,neutral,563,3
5603,Really?,Monica,surprise,positive,563,4
5604,Yes.  You?re not asking are you?,Rachel,surprise,positive,563,5
5605,No.,Monica,neutral,neutral,563,6
5606,Yes! Totally!,Rachel,joy,positive,563,7
5607,Oh! Thank you! Thank you! Thank you! Yes! Thank you!,Kathy,joy,positive,563,8
5608,"You?are?not going to believe it! Joshua came into work today, and guess what happened?",Rachel,joy,positive,564,0
5609,He asked you out?!,Monica,surprise,positive,564,1
5610,No. But I was showing him some cufflinks and I felt his pulse.,Rachel,joy,positive,564,2
5611,Saucy!,Monica,joy,positive,564,3
5612,What are these?,Rachel,neutral,neutral,564,4
5613,Electrical plans for the building.,Monica,neutral,neutral,564,5
5614,"Okay, okay, okay should I be scared?",Rachel,fear,negative,564,6
5615,"I know that switch does something, okay?",Monica,neutral,neutral,564,7
5616,So-so I went down to city hall and got these.,Monica,neutral,neutral,564,8
5617,All I had to do was pay $25 and wait in line for three hours.,Monica,sadness,negative,564,9
5618,Wow! If only more people knew.,Rachel,surprise,positive,564,10
5619,Uh-oh-okay. Uh-oh-okay. I know what you all are thinking. But Chandler is in,Janice,neutral,neutral,565,0
5620,Yeah! No that's what I was thinking.,Rachel,neutral,neutral,565,1
5621,"So I'm asking you please, take a moment before you judge me.",Janice,neutral,neutral,565,2
5622,"Oh, nobody's judging you.",Phoebe,neutral,neutral,565,3
5623,"Oh! Okay!  You, Mister Right Place at the Right Time, call me!",Janice,joy,positive,565,4
5624,Oh man!,Ross,surprise,negative,566,0
5625,I want that place so much!!,Ross,joy,positive,566,1
5626,I was so sure that was gonna work!,Ross,sadness,negative,567,0
5627,There's twelve bucks I'll never see again!,Ross,disgust,negative,568,0
5628,"All right honey, we'd better go if we wanna catch that movie.",Rachel,neutral,neutral,568,1
5629,Bye!,Monica,neutral,neutral,568,2
5630,Bye!,All,neutral,neutral,568,3
5631,Bye Chandler!   I miss you already.,Phoebe,sadness,negative,568,4
5632,"Okay, did you see that?! With the inappropriate and the pinching!!",Chandler,disgust,negative,568,5
5633,"Actually, I did!",Monica,surprise,positive,568,6
5634,"Okay, so now do you believe that she's attracted to me?",Chandler,neutral,neutral,568,7
5635,"Ohhh, oh my God! Oh my God! She knows about us!",Monica,surprise,negative,568,8
5636,Are you serious?,Chandler,surprise,negative,568,9
5637,Phoebe knows and she's just trying to freak us out! That's the only explanation for it!,Monica,anger,negative,568,10
5638,Okay but what about y'know my pinchable butt and my bulging biceps?She knows!,Chandler,anger,negative,568,11
5639,"Ross, umm, you've been in there for a long time. I'm starting to get kinda freaked out.",Elizabeth,fear,negative,569,0
5640,"All right, I'm coming out. Hey, can you turn the lights off.",Ross,neutral,neutral,569,1
5641,"No, let's just leave the lights on.",Elizabeth,neutral,neutral,569,2
5642,Oh my God!,Elizabeth,surprise,negative,569,3
5643,"You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go?",Monica,anger,negative,570,0
5644,Oh fine.,Ross,neutral,neutral,570,1
5645,Ready?  Wrestle!,Monica,joy,positive,570,2
5646,"Okay, y'know what uh, actually, that's great. That helps a lot. Thanks.",Rachel,neutral,neutral,570,3
