Sr No.,Utterance,Speaker,Emotion,Sentiment,Utterance_ID
10326,Fight.,The Potential Roommate,neutral,neutral,10
10327,Very good! Okay. G.,Joey,joy,positive,11
10328,String?,The Potential Roommate,neutral,neutral,12
10329,"Excellent! Okay umm, doggy.",Joey,joy,positive,13
10330,Kitten?,The Potential Roommate,neutral,neutral,14
10331,"Ooh, sorry! No-no-no, so close though, but?bye-bye!",Joey,sadness,negative,15
10332,"Dad, please don?t pick your teeth out here!",Monica,disgust,negative,0
10333,"Alright, and if you?re gonna put your feet up, why don?t you sit on the-",Monica,disgust,negative,1
10334,"Monica, leave him alone",Phoebe,anger,negative,2
10335,Will you hurry up?,Joey,sadness,negative,3
10336,Did you not hear me before when I told you that all of Janine?s friends are dancers?!,Joey,surprise,negative,4
10337,And that they?re going to be drinking alot!,Joey,anger,negative,5
10339,"No, I did, but tell me again, because it?s so romantic.",Rachel,neutral,neutral,6
10340,Well you?re whippin? so slow! Can?t you do it any faster?,Joey,anger,negative,7
10341,Joey!,Rachel,anger,negative,8
10342,Come on!,Rachel,anger,negative,9
10343,"I don?t wanna make any mistakes, alright?",Rachel,anger,negative,10
10344,"This is the only dessert and if I screw it up everybody's gonna be like ?Oh, remember that Thanksgiving when Rachel screwed up the trifle??",Rachel,fear,negative,11
10345,"So why don?t you just let me worry about making the trifle and you just worry about eating it, alright?",Rachel,neutral,neutral,12
10346,Oh I am!,Joey,joy,positive,13
10347,"Ross, if you don?t tell them, then I will!",Monica,anger,negative,14
10348,"Okay, fine!",Ross,anger,negative,15
10349,Ross! Can I talk to you for a second?,Joey,neutral,neutral,16
10350,"Oh, uh, can it wait a second Joey? I have to tell my parents something. No it can?t? Okay.",Ross,neutral,neutral,17
10351,You are so cute! How did you get to be so cute?,Monica,joy,positive,0
10352,"Well, my Grandfather was Swedish and my Grandmother was actually a tiny little bunny.",Chandler,joy,positive,1
10353,"Okay, now you're even cuter!!",Monica,joy,positive,2
10354,Y'know that is a popular opinion today I must say.,Chandler,neutral,neutral,3
10355,What?,Monica,surprise,negative,4
10356,"The weirdest thing happened at the coffee house, I think, I think Phoebe was hitting on me.",Chandler,surprise,negative,5
10357,What are you talking about?,Monica,surprise,negative,6
10358,I'm telling you I think Phoebe thinks I'm foxy.,Chandler,joy,positive,7
10359,That's not possible!,Monica,joy,positive,8
10360,Ow!,Chandler,surprise,positive,9
10361,"I'm sorry it's just, Phoebe just always thought you were, you were charming in a, in a sexless kind of way.",Monica,joy,positive,10
10362,"Oh, y'know I-I can't hear that enough.",Chandler,anger,negative,11
10363,"I'm sorry, I think that you just misunderstood her.",Monica,sadness,negative,12
10364,"No, I didn't misunderstand, okay? She was all over me! She touched my bicep for crying out loud!",Chandler,anger,negative,13
10365,This bicep?,Monica,surprise,negative,14
10366,Well it's not flexed right now!,Chandler,anger,negative,15
10367,It's Phoebe.,Phoebe,neutral,neutral,0
10368,"Umm, well I sorta have some bad news, can I come in?",Phoebe,sadness,negative,1
10369,"Umm, well, umm Grandma died.",Phoebe,sadness,negative,2
10370,"No, she just died today! Okay, umm, we're having a memorial service tomorrow.",Phoebe,sadness,negative,3
10371,No you didn't!,Phoebe,joy,positive,4
10372,"Well, lots of people! Look, are you coming to memorial service or not?",Phoebe,anger,negative,5
10373,"Fine. Okay, enjoy your concert.",Phoebe,disgust,negative,6
10374,"anyway, his name is Allan and we?ve been going out for three years.",Melissa,neutral,neutral,0
10375,He was my first client when I became a party planner.,Melissa,neutral,neutral,1
10376,He was planning a party for his girlfriend at the time.,Melissa,neutral,neutral,2
10377,Oh well.,Melissa,neutral,neutral,3
10378,And he was Theta Beta Pi at Syracuse.,Melissa,neutral,neutral,4
10379,"Oh. Oh, that?s great!",Rachel,joy,positive,5
10381,Really? Like how?,Ben,surprise,negative,0
10382,"Well y?know, we would umm, repeat everything the other said, or uh, we?d jump out of closets to scare each other, or switch the sugar for the salt so they?d put salt on their cereal.",Rachel,neutral,neutral,1
10383,That?s a good one.,Ben,joy,positive,2
10384,Yeah? You like that one?,Rachel,surprise,positive,3
10385,"Yeah, you?re funny.",Ben,joy,positive,4
10386,I?m funny?,Rachel,surprise,positive,5
10387,Oh thank God!,Rachel,joy,positive,6
10388,"Well hey, I?ve got a ton of these!",Rachel,joy,positive,7
10389,"Umm, oh here?Do you want a good one?",Rachel,neutral,neutral,8
10391,"Umm, you uh, you take a quarter, take a quarter and, and you blacken the edge.",Rachel,neutral,neutral,9
10392,Right?,Rachel,neutral,neutral,10
10393,"And then you say to person, I bet you can?t roll this quarter from your forehead to your chin without it leaving your face.",Rachel,neutral,neutral,11
10394,"And then when they do it, they?re left with a big black pencil line right down the center of their face.",Rachel,neutral,neutral,12
10395,Can I do it to you?,Ben,neutral,neutral,13
10396,"Yeah, I-I-I-I?m funny Ben, but I?m not stupid. Okay?",Rachel,joy,positive,14
10397,Chloe? Hi..,Ross,neutral,neutral,0
10398,Is this about me taking your watch?,Chloe,sadness,negative,1
10399,You took my watch?,Ross,surprise,negative,2
10400,"I?m sorry, I do that.",Chloe,sadness,negative,3
10401,"Just you keep it, listen did you, did you tell anyone about us?",Ross,sadness,negative,4
10402,"Oh no. I feel it isn?t really anybody?s business, y'know.",Chloe,neutral,neutral,5
10283,"Hey Joey, what ?cha doing?",Rachel,neutral,neutral,0
10284,Sweepin?. Why? Turn you on?,Joey,neutral,neutral,1
10285,No.,Rachel,neutral,neutral,2
10286,Huh. What if I was sweeping a chimney?,Joey,joy,positive,3
10287,"Joey, did",Rachel,neutral,neutral,4
10288,Where are you going? The vicar won?t be home for hours.,Joey,joy,positive,5
10289,"Joey,  where did you learn that word?",Rachel,surprise,negative,6
10290,"Where do you think,  Zelda?",Joey,neutral,neutral,7
10291,You found my book?!,Rachel,anger,negative,8
10292,Yeah I did!,Joey,joy,positive,9
10293,"Joey, what-what are you doing going into my bedroom?!",Rachel,anger,negative,10
10294,"Okay, look I?m sorry, I went in there to take a nap and I know I shouldn?t have, but you got porn!",Joey,surprise,negative,11
10295,"Hey-hey, y?know what?",Rachel,anger,negative,12
10298,There?s nothing wrong with a woman enjoying a little?erotica.,Rachel,neutral,neutral,15
10299,"It?s just a healthy expression of female sexuality, which by the way, you will never understand.",Rachel,anger,negative,16
10300,You got porn!,Joey,joy,positive,17
10301,"Well, I feel like a snack!",Chandler,joy,positive,0
10302,Do you want some shortbread? Eh that?s Scottish like you are.,Monica,neutral,neutral,1
10303,Oh no thanks. I don?t like,Chandler,neutral,neutral,2
10304,What?!,Ross,surprise,negative,3
10305,"Well it?s just my entire family was run out of Scotland by?Vikings. Anyway, lots of bad memories.",Chandler,sadness,negative,4
10306,"Oh well, it sounds to me like your family is ready to uh, rediscover its Scottish roots.",Ross,neutral,neutral,5
10314,You can not play bagpipes at the wedding!!,Monica,anger,negative,6
10315,How did you know about that?!,Ross,surprise,negative,7
10316,Hi!,Joey,joy,positive,0
10317,Hi!,The Potential Roommate,joy,positive,1
10318,Come in.,Joey,neutral,neutral,2
10319,"Thanks for comin? back, umm, okay there have been a lot of people interested in the room, but I have narrowed it down and",Joey,neutral,neutral,3
10320,Great!,The Potential Roommate,joy,positive,4
10321,"Okay now, before I make my final decision I uh, I just want to make sure our personalities match.",Joey,neutral,neutral,5
10322,"Okay, so I made up a little test.",Joey,neutral,neutral,6
10323,"Now, I?m gonna say a word and then you say the first thing that comes to mind.",Joey,neutral,neutral,7
10324,I can do that.,The Potential Roommate,neutral,neutral,8
10325,Okay! Here we go. Pillow.,Joey,neutral,neutral,9
10326,Fight.,The Potential Roommate,neutral,neutral,10
10327,Very good! Okay. G.,Joey,joy,positive,11
10328,String?,The Potential Roommate,neutral,neutral,12
10329,"Excellent! Okay umm, doggy.",Joey,joy,positive,13
10330,Kitten?,The Potential Roommate,neutral,neutral,14
10331,"Ooh, sorry! No-no-no, so close though, but?bye-bye!",Joey,sadness,negative,15
10332,"Dad, please don?t pick your teeth out here!",Monica,disgust,negative,0
10333,"Alright, and if you?re gonna put your feet up, why don?t you sit on the-",Monica,disgust,negative,1
10334,"Monica, leave him alone",Phoebe,anger,negative,2
10335,Will you hurry up?,Joey,sadness,negative,3
10336,Did you not hear me before when I told you that all of Janine?s friends are dancers?!,Joey,surprise,negative,4
10337,And that they?re going to be drinking alot!,Joey,anger,negative,5
10339,"No, I did, but tell me again, because it?s so romantic.",Rachel,neutral,neutral,6
10340,Well you?re whippin? so slow! Can?t you do it any faster?,Joey,anger,negative,7
10341,Joey!,Rachel,anger,negative,8
10342,Come on!,Rachel,anger,negative,9
10343,"I don?t wanna make any mistakes, alright?",Rachel,anger,negative,10
10344,"This is the only dessert and if I screw it up everybody's gonna be like ?Oh, remember that Thanksgiving when Rachel screwed up the trifle??",Rachel,fear,negative,11
10345,"So why don?t you just let me worry about making the trifle and you just worry about eating it, alright?",Rachel,neutral,neutral,12
10346,Oh I am!,Joey,joy,positive,13
10347,"Ross, if you don?t tell them, then I will!",Monica,anger,negative,14
10348,"Okay, fine!",Ross,anger,negative,15
10349,Ross! Can I talk to you for a second?,Joey,neutral,neutral,16
10350,"Oh, uh, can it wait a second Joey? I have to tell my parents something. No it can?t? Okay.",Ross,neutral,neutral,17
10351,You are so cute! How did you get to be so cute?,Monica,joy,positive,0
10352,"Well, my Grandfather was Swedish and my Grandmother was actually a tiny little bunny.",Chandler,joy,positive,1
10353,"Okay, now you're even cuter!!",Monica,joy,positive,2
10354,Y'know that is a popular opinion today I must say.,Chandler,neutral,neutral,3
10355,What?,Monica,surprise,negative,4
10356,"The weirdest thing happened at the coffee house, I think, I think Phoebe was hitting on me.",Chandler,surprise,negative,5
10357,What are you talking about?,Monica,surprise,negative,6
10358,I'm telling you I think Phoebe thinks I'm foxy.,Chandler,joy,positive,7
10359,That's not possible!,Monica,joy,positive,8
10360,Ow!,Chandler,surprise,positive,9
10361,"I'm sorry it's just, Phoebe just always thought you were, you were charming in a, in a sexless kind of way.",Monica,joy,positive,10
10362,"Oh, y'know I-I can't hear that enough.",Chandler,anger,negative,11
10363,"I'm sorry, I think that you just misunderstood her.",Monica,sadness,negative,12
10364,"No, I didn't misunderstand, okay? She was all over me! She touched my bicep for crying out loud!",Chandler,anger,negative,13
10365,This bicep?,Monica,surprise,negative,14
10366,Well it's not flexed right now!,Chandler,anger,negative,15
10367,It's Phoebe.,Phoebe,neutral,neutral,0
10368,"Umm, well I sorta have some bad news, can I come in?",Phoebe,sadness,negative,1
10369,"Umm, well, umm Grandma died.",Phoebe,sadness,negative,2
10370,"No, she just died today! Okay, umm, we're having a memorial service tomorrow.",Phoebe,sadness,negative,3
10371,No you didn't!,Phoebe,joy,positive,4
10372,"Well, lots of people! Look, are you coming to memorial service or not?",Phoebe,anger,negative,5
10373,"Fine. Okay, enjoy your concert.",Phoebe,disgust,negative,6
10374,"anyway, his name is Allan and we?ve been going out for three years.",Melissa,neutral,neutral,0
10375,He was my first client when I became a party planner.,Melissa,neutral,neutral,1
10376,He was planning a party for his girlfriend at the time.,Melissa,neutral,neutral,2
10377,Oh well.,Melissa,neutral,neutral,3
10378,And he was Theta Beta Pi at Syracuse.,Melissa,neutral,neutral,4
10379,"Oh. Oh, that?s great!",Rachel,joy,positive,5
10381,Really? Like how?,Ben,surprise,negative,0
10382,"Well y?know, we would umm, repeat everything the other said, or uh, we?d jump out of closets to scare each other, or switch the sugar for the salt so they?d put salt on their cereal.",Rachel,neutral,neutral,1
10383,That?s a good one.,Ben,joy,positive,2
10384,Yeah? You like that one?,Rachel,surprise,positive,3
10385,"Yeah, you?re funny.",Ben,joy,positive,4
10386,I?m funny?,Rachel,surprise,positive,5
10387,Oh thank God!,Rachel,joy,positive,6
10388,"Well hey, I?ve got a ton of these!",Rachel,joy,positive,7
10389,"Umm, oh here?Do you want a good one?",Rachel,neutral,neutral,8
10391,"Umm, you uh, you take a quarter, take a quarter and, and you blacken the edge.",Rachel,neutral,neutral,9
10392,Right?,Rachel,neutral,neutral,10
10393,"And then you say to person, I bet you can?t roll this quarter from your forehead to your chin without it leaving your face.",Rachel,neutral,neutral,11
10394,"And then when they do it, they?re left with a big black pencil line right down the center of their face.",Rachel,neutral,neutral,12
10395,Can I do it to you?,Ben,neutral,neutral,13
10396,"Yeah, I-I-I-I?m funny Ben, but I?m not stupid. Okay?",Rachel,joy,positive,14
10397,Chloe? Hi..,Ross,neutral,neutral,0
10398,Is this about me taking your watch?,Chloe,sadness,negative,1
10399,You took my watch?,Ross,surprise,negative,2
10400,"I?m sorry, I do that.",Chloe,sadness,negative,3
10401,"Just you keep it, listen did you, did you tell anyone about us?",Ross,sadness,negative,4
10402,"Oh no. I feel it isn?t really anybody?s business, y'know.",Chloe,neutral,neutral,5
10403,"Oh, one other thing. Hoshi thinks that you being ringside may have affected my concentration.",Pete,neutral,neutral,0
10404,Yeah. That-that was the problem.,Monica,neutral,neutral,1
10405,"Excuse me, Doug?  Hey there sports fan!!",Chandler,joy,positive,2
10406,Bing! You got those numbers for me?,Doug,joy,positive,3
10407,So you still in touch with anyone from high school?,Chip,neutral,neutral,0
10408,"Umm. Well, there?s Rachel, and umm, I think that?s it. How bout you?",Monica,neutral,neutral,1
10409,"Oh yeah, I still hang with Simmons and Zana, y'know.",Chip,neutral,neutral,2
10410,I see Spindler a lot.,Chip,neutral,neutral,3
10411,"Devane, Kelly, and I run into Goldie from time to time.",Chip,neutral,neutral,4
10412,"Stick, Brown, Sulkov, McGuire, J.T., Beardsley.",Chip,neutral,neutral,5
10413,Is that all?,Monica,neutral,neutral,6
10414,"Ehh, y'know after high school, you just kinda lose touch. Oh yeah! I ran into Richard Dorfman.",Chip,joy,positive,7
10415,"Ohh, how is he?",Monica,surprise,positive,8
10416,"Not so good, Simmons and I gave him a wedgie.",Chip,neutral,neutral,9
10417,Isn?t he an architect now?,Monica,neutral,neutral,10
10418,"Yeah, they still wear underwear.",Chip,neutral,neutral,11
10419,So the Porsche guy took his car back.,Joey,neutral,neutral,0
10420,But you found the keys to his clothes?,Chandler,neutral,neutral,1
10421,"No. No, I just uh, I just loved the way it feels when everybody thinks I own a Porsche.",Joey,joy,positive,2
10422,And people will think you own a Porsche because you?re wearing the clothes?,Monica,surprise,negative,3
10427,"Hey, Mon, I was just doing the dishes!",Rachel,neutral,neutral,0
10428,Hey!,Ross,joy,positive,1
10429,Oh! It?s you.  Hi.,Rachel,surprise,positive,2
10430,What about me?! You-you just said I could!,Joey,anger,negative,0
10431,"I?m not even getting married! Okay, this is a question for science fiction writers!",Chandler,neutral,neutral,1
10432,I can?t believe you?re not picking me.,Joey,anger,negative,2
10433,"Hey, how can it",Ross,neutral,neutral,3
10434,I?m not even? I?m not even,Chandler,neutral,neutral,4
10435,"Fine, y?know what, that?s it. From now on, Joey, I want you to be my best man.",Ross,anger,negative,5
10436,Yes!  Shame about you man.,Joey,joy,positive,6
10437,Hey-hey! Stanley! Hey-hey! You're leading man is here! Let's get to work.,Joey,joy,positive,0
10438,"Umm, slight change of plans. We've shut down.",Stanley,sadness,negative,1
10439,Wh-what?! Why?!,Joey,surprise,negative,2
10440,"It's a money thing, we don't have any.",Stanley,sadness,negative,3
10441,You're kidding right?,Joey,surprise,positive,4
10442,No.,Stanley,neutral,neutral,5
10443,What?!,Joey,surprise,negative,6
10444,"It-it's probably just temporary. We're hoping to get some more money soon, so if could just uh, hang out.",Stanley,neutral,neutral,7
10445,"Uh, hang out?! How long?",Joey,sadness,negative,8
10446,I don't know.,Stanley,neutral,neutral,9
10447,A week?,Stanley,anger,negative,10
10448,Maybe two?,Stanley,neutral,neutral,11
10449,The money will turn up!,Stanley,neutral,neutral,12
10450,People will always wanna invest in movies!,Stanley,neutral,neutral,13
10451,"Hey, you're not rich are ya?",Stanley,neutral,neutral,14
10452,No!,Joey,anger,negative,15
10453,"Eh, worth a shot.  Look Joey, let me know where you're staying, okay?",Stanley,neutral,neutral,16
10454,"Hey pal, are you Joey Tribbiani?",The Grip,neutral,neutral,17
10455,Yeah.,Joey,neutral,neutral,18
10456,These got left for ya.,The Grip,neutral,neutral,19
10457,Thanks.   Congratulations on your big break.,Joey,sadness,negative,20
10458,"Rachel, do you have any muffins left?",Julie,neutral,neutral,0
10459,"Yeah, I forget which ones.",Rachel,neutral,neutral,1
10460,"Oh, you're busy, that's ok, I'll get it. Anybody else want one?",Julie,neutral,neutral,2
10461,Hey.,Chandler,neutral,neutral,0
10462,Hey!,All,joy,positive,1
10463,So how was Joan?,Monica,neutral,neutral,2
10464,I broke up with her.,Chandler,neutral,neutral,3
10465,"Don?t tell me, because of the big nostril thing?",Ross,surprise,negative,4
10466,"They were huge. When she sneezed, bats flew out of them.",Chandler,disgust,negative,5
10467,"Come on, they were not that huge.",Rachel,neutral,neutral,6
10468,"I'm tellin' you, she leaned back; I could see her brain.",Chandler,disgust,negative,7
10469,How many perfectly fine women are you gonna reject over the most superficial insignificant things?,Monica,surprise,negative,8
10470,"Hold it, hold it.",Joey,neutral,neutral,9
10471,I gotta side with Chandler on this one.,Joey,neutral,neutral,10
10472,"When I first moved to the city, I went out a couple of times with this girl, really hot, great kisser, but she had the biggest Adam's apple.",Joey,disgust,negative,11
10473,It made me nuts.,Joey,disgust,negative,12
10474,You or me?,Chandler,neutral,neutral,13
10475,"I got it. Uh, Joey, women don't have Adam's apples.",Ross,neutral,neutral,14
10476,"You guys are messing with me, right?",Joey,surprise,positive,15
10477,Yeah.,All,neutral,neutral,16
10478,"That was a good one. For a second there, I was like, ""whoa.""",Joey,joy,positive,17
