Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Generate_emotion,tips
Car accident.,Man,sadness,negative,28,neutral,"The emotion of neutral in response to a car accident could indicate a sense of detachment or shock. The speaker may be trying to communicate the event calmly or matter-of-factly, while the listener may react with empathy or concern for the speaker's well-being."
"Oh, let me guess some idiot on a cell phone wasn?t paying attention?",Man,neutral,neutral,28,anger,"The reason for the anger emotion in the current utterance could be due to the speaker feeling frustrated or irritated by the careless behavior of someone causing a car accident. The speaker's intention may be to express their annoyance, while the listener may react by agreeing with or sympathizing with the speaker's frustration."
"Yeah. Me.  Oh hey, that?s me.  Hey uh, I take it you?re just visiting someone.",Man,neutral,neutral,28,surprise,The emotion of surprise in the current utterance may be due to the unexpected nature of the speaker realizing they are the person being referred to in the previous sarcastic remark.
"Uh-huh, yeah.",Phoebe,neutral,neutral,28,neutral,"The emotion of neutrality in Phoebe's response could be due to her simply acknowledging the speaker's statement without any strong feelings or reactions. She may be maintaining a neutral stance in the conversation, possibly indicating a lack of strong interest or investment in the topic at hand."
"Well umm, if you have sometime y?know and maybe you might want to visit someone else",Man,neutral,neutral,28,joy,"The speaker's emotion of joy may stem from the excitement of suggesting a visit to someone else and the possibility of connecting with them. The listener's positive response could also contribute to the speaker's joy, as it indicates openness to the suggestion."
Oh yeah! I-I would like that.,Phoebe,joy,positive,28,joy,"The reason for Phoebe's joy could be her positive reaction to the suggestion of visiting someone else, indicating a potential interest in connecting with that person."
Wait! What?! No!! Elevator!! No!,Phoebe,anger,negative,28,anger,"Reason for Phoebe's anger: Phoebe's anger may be due to a sudden change or unexpected event, such as the mention of an elevator causing distress or discomfort. This is evident from her strong reaction of ""Wait! What?! No!! Elevator!! No!"" which suggests surprise and frustration."
"Uh, you gotta press the button.",Joey,neutral,neutral,28,neutral,"Phoebe's confusion or panic could be due to the sudden change or unexpected situation in the elevator, leading her to react with urgency and uncertainty. Joey's possible reaction of trying to reassure or explain the situation may be in response to Phoebe's distress, aiming to calm her down and provide clarity in the moment of confusion."
"Oh we did, and you still have all your lamps.",Chandler,neutral,neutral,29,neutral,The emotion of neutrality in Chandler's statement may be due to the playful teasing tone he uses when mentioning the listener's lamps. The listener's possible reaction of humor or playfulness suggests that the intention behind Chandler's comment was light-hearted and not meant to be taken seriously.
"Oh, I didn't factor in the room tax.",Chandler,surprise,negative,29,surprise,The reason for the surprise emotion in Chandler may be due to the unexpected additional cost of the room tax that he didn't factor in. This could lead to a feeling of frustration or annoyance.
"Oh dude, don't worry about it, I found an unattended maid's car.    We're way ahead of the game.",Ross,neutral,neutral,29,joy,"The speaker may be feeling concerned about the room tax because they didn't factor it in, leading to a potential financial issue. The listener may react by trying to reassure or comfort them to alleviate their worries."
Oh my god.,Ross,surprise,positive,29,surprise,"The emotion of surprise in Ross's utterance may be due to unexpected or shocking news or developments in the conversation, such as finding an unattended maid's car. This surprise could be influenced by Ross's intention to show confidence and progress in the situation, leading the listener to react with relief and gratitude."
What?,Chandler,surprise,positive,29,surprise,The reason for the emotion of surprise in Chandler could be due to the unexpected or shocking nature of whatever Ross said or did.
There's something new in the bowl.,Ross,surprise,positive,29,surprise,"Chandler's confusion or curiosity may be the reason for Ross's surprise, as he is likely reacting to Chandler's lack of understanding or interest in the new item in the bowl."
"Look, we have enough, just walk away.",Chandler,fear,negative,29,anger,"The emotion of anger in Chandler may be due to feeling frustrated or fed up with the situation, and his intention to walk away suggests he wants to avoid further conflict. The listener's confusion or curiosity in response to Ross's statement may have added to Chandler's frustration, leading to his angry response."
"No, but I want...I want the pinecones!",Ross,joy,positive,29,joy,"The reason for Ross' joy in wanting the pinecones could be due to his excitement or attachment to them, which may lead to his persistence in expressing his desire despite Chandler's annoyance."
There's a forest right outside.,Chandler,neutral,neutral,29,neutral,"The reason for Ross's emotion of wanting pinecones may be due to a personal attachment or fondness for them, leading to his strong desire. Chandler's possible reaction of confusion or amusement could stem from finding Ross's request unusual or unexpected."
It's not the same.,Ross,neutral,neutral,29,sadness,"The reason for Ross feeling sad could be due to a sense of loss or disappointment about something not being the same as before, as indicated by his statement ""It's not the same."" This could evoke sympathy or concern from the listener, Chandler, who may respond with understanding or support."
"Ok, go quick!",Chandler,fear,negative,29,joy,The speaker may be feeling disappointed or frustrated because they may have expected a different outcome or response from the listener. The listener's understanding or empathy could be a result of recognizing the speaker's feelings and trying to offer support or comfort.
Thank you for a delightful stay.,Ross,joy,positive,29,joy,The reason for Ross feeling joy in response to Chandler's urgency to go quickly could be that Ross had a delightful stay and is happy to be leaving on a positive note. Chandler's intention to hurry may have prompted Ross to feel grateful for the enjoyable experience and eager to comply with Chandler's request.
"Oh, my maple candy!",Ross,joy,positive,29,joy,"The reason for Ross's joy in finding his maple candy is likely because it brings him happiness and fond memories, which align with his intention of expressing gratitude for a delightful stay and the listener's reaction of feeling appreciated and valued."
"Oh my God, what happened?",Rachel,surprise,negative,30,surprise,The reason for the emotion of surprise could be due to the unexpected or shocking nature of the event that the speaker is reacting to in the conversation.
"Oh. God, crazy Chandler. He spun me...off...the...bed!",Janice,joy,positive,30,surprise,"The emotion of surprise in this context may be due to the unexpected and shocking nature of Chandler spinning Janice off the bed, which is likely to evoke a strong reaction of surprise or disbelief from the listener."
Wow! Spinning that sounds like fun.,Rachel,joy,positive,30,joy,"The emotion of joy in Rachel's utterance may be due to the fun and excitement she associates with the idea of spinning. This is supported by Janice's reaction in the preUtterance, where she expresses surprise and amusement at Chandler's actions, which could have elicited a similar feeling in Rachel."
"Oh,  I wish. No, you know he was just trying Ross's Hug and Roll thing.",Janice,joy,positive,30,joy,"The reason for the emotion of joy in Janice's utterance could be due to the playful and humorous nature of the situation she is describing, as well as the lighthearted banter with Rachel."
Ross's what?,Rachel,surprise,positive,30,surprise,"The reason for the emotion of surprise in Rachel's utterance could be due to her curiosity or confusion about Ross's behavior and the ""Hug and Roll"" thing that Janice mentioned in the preUtterance."
"You know what, where he hugs you and kinda rolls you away and... Oh... my....God.",Janice,disgust,negative,30,surprise,"The reason for the emotion of surprise in this context could be due to the unexpected nature of the experience being shared by the speaker, leading to a reaction of curiosity or interest from the listener."
"Whoops.  Oh, hey, do you need help with that?",Rachel,neutral,neutral,31,neutral,"The emotion of neutrality in this context could be due to the speaker simply offering help without any strong feelings attached, and the listener's reaction could determine whether the speaker's offer is accepted or declined."
"Yes!! Yes! Yes! Yes!! That?s my Dad, that?s Frank! Yeah! I?m sorry I?m getting all flingy.",Phoebe,surprise,positive,32,joy,The speaker's joy is likely due to their strong emotional connection to their father and feeling proud of him. The listener's supportive reaction may further validate the speaker's feelings and amplify their joy.
"Take it easy--if you want, there?s cookies on the counter, or, or--sangria!  I can make sangria!",Phoebe Sr,joy,positive,32,joy,"The reason for the emotion of joy in the current utterance could be due to the speaker's excitement and pride in talking about their dad, Frank, as shown in the preUtterance. The listener's supportive reaction may further contribute to the speaker's positive emotions."
"No-no, sorry. Cookies are good, thanks.",Phoebe,neutral,neutral,32,joy,The emotion of joy in the current utterance is likely due to the listener feeling grateful and happy for the offer of cookies and the overall friendly and welcoming atmosphere created by the speaker's offer of refreshments.
Oh.,Phoebe Sr,neutral,neutral,32,neutral,The emotion of neutrality in Phoebe Sr's utterance may be due to the polite refusal of cookies by Phoebe in the preUtterance. Phoebe Sr may not have a strong emotional reaction as she understands Phoebe's preference.
"Well, so, umm, anyway umm, I?ve been, I?ve been looking for my Father, and umm, have you heard from him, or seen him?",Phoebe,neutral,neutral,32,neutral,"The speaker may be feeling surprised or caught off guard by Phoebe's question about her father because it may be a sensitive or unexpected topic for them. The listener may respond with curiosity or concern about the situation, leading to a potentially emotional conversation."
"Oh no, I-I?m sorry, I guess we lost track of everybody after high school.",Phoebe Sr,sadness,negative,32,sadness,The emotion of sadness in the current utterance may be due to the speaker's realization that they have lost touch with their father and the potential impact this has had on their relationship. The speaker's intention to reconnect with their father and the listener's potential surprise or curiosity may also contribute to this feeling of sadness.
"Oh, okay. Well, so tell me everything about my parents. Everything.",Phoebe,neutral,neutral,32,neutral,"The speaker may feel guilty or regretful for not keeping in touch with Phoebe's parents, leading to a sense of remorse. The listener may feel disappointed or frustrated that they cannot learn more about their parents, resulting in a feeling of longing or sadness."
"Ohh, well. Y'know we were always together, in fact the had a nickname for the three of us.",Phoebe Sr,neutral,neutral,32,joy,The emotion of joy in the current utterance is likely due to the speaker reminiscing about happy memories with Phoebe Sr and feeling a sense of nostalgia. The intention of sharing these memories with Phoebe Sr may be to strengthen their bond and create a connection through shared experiences. Phoebe Sr's possible reaction of curiosity and interest in learning more about their parents may further enhance the speaker's joy in reliving these memories.
"Oh, what? What was it?",Phoebe,surprise,positive,32,surprise,"The emotion of surprise in Phoebe's utterance may be due to the unexpected revelation of a nickname for the group of three friends. This unexpected information may have caught Phoebe off guard, leading to her surprise reaction."
The three losers.,Phoebe Sr,sadness,negative,32,sadness,The speaker may be feeling sadness because they are disappointed in the three losers mentioned. The listener may react with curiosity or concern because they want to understand why the speaker feels this way.
"Oh, poor Lily.",Phoebe Sr,sadness,negative,32,sadness,"The emotion of sadness towards Lily may be due to feeling sorry for her or empathizing with her situation, as expressed by the speaker's comment ""Oh, poor Lily."" The listener may react with empathy or agreement, acknowledging Lily's unfortunate circumstances."
"Ohh, y'know I-I heard about what happened, that must have been just terrible for you, losing your mother that way.",Phoebe Sr,sadness,negative,32,sadness,"The emotion of sadness is likely due to the speaker expressing sympathy for the listener's loss, showing understanding and support, which can evoke feelings of grief and sorrow in the listener."
"Yeah, no, it was great.",Phoebe,joy,positive,32,joy,"The emotion of joy in Phoebe's utterance is likely a result of feeling grateful for the support and comfort offered by Phoebe Sr. It shows that Phoebe Sr's intention to express sympathy and offer support had a positive impact on Phoebe, leading to feelings of joy."
"Well, alright, we already tried feeding her, changing her,  burping her, oh try this one!",Phoebe,sadness,negative,33,sadness,The reason for the emotion of sadness in this context could be due to the speaker feeling overwhelmed and exhausted from trying various solutions to address the baby's needs. The speaker's frustration and the listener's sympathetic response may contribute to the overall feeling of sadness in the situation.
Go back in time and listen to Phoebe!,Phoebe,anger,negative,33,anger,"The emotion of anger in the current utterance may be due to the speaker feeling frustrated or impatient with the listener's response, leading them to express their emotions in a more forceful manner."
"Alright here’s something, it says to try holding the baby  close to your body and then swing her rapidly from side to side.",Monica,neutral,neutral,33,neutral,The emotion of neutrality in Monica's suggestion may be due to her simply sharing a different approach without strong feelings attached. She may be open to trying new things or exploring different methods.
Ok.,Rachel,neutral,neutral,33,neutral,"The emotion of neutral in this context may be due to the speaker simply sharing a suggestion without any strong feelings attached to it. The intention seems to be helpful, and the listener's reaction could be neutral or open to trying out the suggested method."
It worked!,Monica,surprise,positive,33,joy,"The reason for Monica's joy could be that she successfully achieved a goal or completed a task, and Rachel's neutral reaction may not have dampened Monica's excitement."
Oh  oh no just stopped to throw up a little bit.,Rachel,sadness,negative,33,disgust,"The reason for Rachel's disgust emotion could be due to feeling unwell and physically uncomfortable after throwing up. This is supported by Monica's previous statement indicating that something ""worked,"" possibly implying a solution or remedy that may have caused Rachel to feel sick."
"Oh come on, what am I gonna do, its been hours and it  won’t stop crying.",Rachel,sadness,negative,33,sadness,"The reason for Rachel's sadness could be due to feeling overwhelmed and frustrated with the crying baby, as well as potentially feeling helpless in the situation. The listener's possible reactions of offering support or assistance may not have been enough to alleviate Rachel's emotional distress."
"Umm, she Rach, not it, she.",Monica,neutral,neutral,33,neutral,The emotion of neutral in Monica's utterance could be due to her calmly correcting Rachel's use of pronouns without any strong feelings attached to it.
"Yeah, I’m not so sure.",Rachel,neutral,neutral,33,neutral,"The emotion of neutrality in Rachel's utterance may be due to her uncertainty or lack of conviction in her statement. This could be influenced by Monica's correction in the preUtterance, which may have caused Rachel to question her own words and feel unsure about them."
"Oh my god, I am losing my mind.",Monica,anger,negative,33,anger,"The reason for Monica's anger may be due to feeling overwhelmed or frustrated, and seeking validation or support from Rachel. Rachel's uncertain response may further contribute to Monica's frustration."
"Yeah, no kidding, this just proves no good can come from  having sex with Ross!",Phoebe,anger,negative,33,joy,"The reason for Phoebe's joy in the current utterance may be due to her finding humor in the situation involving Ross and sex, as well as possibly teasing or joking with Monica about it."
"Well, you?re not.",Monica,neutral,neutral,34,neutral,"The reason for the neutral emotion could be that Monica is calmly pointing out that the listener is not being truthful or honest, without showing strong emotion. This could lead to a more rational and calm discussion between the speaker and the listener."
"Oh, it?s so easy for you I mean, you?re not married, you get to have sex with who ever you want!",Rachel,disgust,negative,34,neutral,"The emotion of neutrality in Rachel's statement may be due to her simply pointing out a difference in relationship status without any strong emotional attachment. Her intention may have been to highlight the listener's single status, and the listener's reaction could vary depending on how they perceive the comment."
"Yeah I can!  And don?t think I don?t, because I do! I mean all the time, you betcha!",Monica,joy,positive,34,joy,"The emotion of joy in Monica's utterance may be due to her feeling empowered and confident in her choices, as well as possibly enjoying the admiration or surprise from Rachel in response to her statement."
"Monica. You?ve, you?ve done it right?",Rachel,surprise,positive,34,surprise,"The surprise emotion may be due to the speaker's confident assertion of their ability, which may have been unexpected or impressive to the listener."
"Of course I have! What do you think, I?m some 30 year old virgin?",Monica,anger,negative,34,anger,"The emotion of anger in Monica's response may be due to feeling defensive or offended by the implication in Rachel's question that she may not have had sexual experiences. Monica's intention may have been to assert her sexual experience and assert her independence, while Rachel's reaction may have triggered her anger."
Oh my God! You?re a 30 year old virgin!,Rachel,surprise,negative,34,surprise,The surprise emotion in response to the revelation of being a 30 year old virgin may stem from the listener's disbelief or shock at the unexpected information.
"Say it louder, I don?t think the guy all the way in the back heard you!",Monica,disgust,negative,34,anger,The emotion of anger in Monica's utterance may be due to feeling provoked or defensive in response to Rachel's mocking comment about the listener being a 30-year-old virgin.
"It?s not like, I haven?t any opportunities.",Monica,anger,negative,34,joy,The reason for the joy emotion in Monica's current utterance could be that she is feeling proud and confident in the face of potential disbelief or skepticism from others.
"I mean, y?know, I?m just waiting for the perfect guy.",Monica,neutral,neutral,34,neutral,The speaker's neutral emotion could be due to feeling content with waiting for the perfect guy and having had opportunities in the past. The listener's possible support or advice could also contribute to the speaker's neutral emotion.
"I?m seeing this guy Roger, all right?",Monica,neutral,neutral,34,joy,"The reason for the emotion of joy in this context is likely due to the speaker, Monica, feeling excited and happy about her new relationship with Roger. Her intention to share this news and the potential reaction of support and happiness from the listener could contribute to her feeling joyful."
"He?s not perfect, but umm, I think maybe I should just get it over with.",Monica,neutral,neutral,34,joy,"The reason for Monica's joy could be that she feels relieved or empowered by the decision to potentially end things with Roger, as indicated by her intention to ""get it over with"" and seek validation or advice from the listener."
"Y?know, give him my flower.",Monica,neutral,neutral,34,joy,The speaker's emotion of joy may be due to feeling excited or happy about potentially taking a step forward in their relationship by giving a flower to someone. This could be supported by the listener's possible surprise or support in the situation.
"Oh my God!! Do it!! Honey, you?ve waited",Rachel,surprise,negative,34,joy,"The reason for the emotion of joy in the current utterance is likely due to the speaker's encouragement for the listener to finally take action, which could lead to excitement or surprise in the listener."
Y?know what? You are right?!,Monica,surprise,positive,34,joy,"The reason for the emotion of joy in Monica's current utterance could be because she is realizing that the listener was right, which may have brought a sense of validation or happiness to her."
I mean sex does not have to be a big deal!,Rachel,anger,negative,34,joy,"The reason for Rachel's joy in discussing sex not being a big deal could be that she feels supported and validated by Monica's agreement, leading to a positive emotional response."
There shouldn?t be all this rules and restrictions!,Rachel,anger,negative,34,anger,"The speaker's anger may be due to feeling restricted or constrained by societal rules and norms around sex, while the listener's reaction could potentially validate or challenge those feelings, leading to further frustration or relief."
"Y?know, people should be able to sleep with who ever they want, whenever",Rachel,neutral,neutral,34,neutral,"The emotion of neutrality in the utterance may be due to the speaker presenting a neutral statement about people's freedom to choose their partners, without expressing strong emotions. The speaker's intention to advocate for personal freedom may lead to a neutral emotional response from the listener who may also view the topic of relationships and restrictions objectively."
Rachel! I?m never gonna think it?s okay for you to cheat on your husband!,Monica,anger,negative,34,anger,"The reason for the emotion of anger is likely due to the speaker feeling judged and criticized by the listener for their actions and beliefs. The listener's disapproval may have triggered a defensive response, leading to the expression of anger."
Oh what do you know? Virgin!,Rachel,anger,negative,34,anger,The reason for Rachel's anger could be due to feeling attacked or criticized by Monica for cheating on her husband.
"Push, push!",All,neutral,neutral,35,joy,"The reason for the emotion of joy in the utterance ""Push, push!"" could be the sense of progress, achievement, and teamwork that comes with working towards a goal together and seeing positive results. The speaker's intention to encourage and motivate the listener, as well as the listener's reaction of feeling motivated and energized, likely contribute to the overall feeling of joy in the moment."
We're here!,Ross,joy,positive,35,joy,"The reason for the emotion of joy in Ross could be due to the successful completion of a task or goal, as indicated by the encouragement and support from the group to keep pushing forward."
Where have you been?,Carol,neutral,neutral,35,neutral,"The emotion of neutrality in Carol's question ""Where have you been?"" may suggest she is simply seeking information without any strong emotional attachment. It could be a neutral inquiry about the speaker's whereabouts."
"Long story, honey.",Ross,neutral,neutral,35,neutral,"The emotion of neutrality in Ross's response ""Long story, honey"" could indicate that he is trying to avoid sharing details or downplaying the situation to Carol. This could be because he doesn't want to get into a potentially complicated or uncomfortable conversation with her."
"All right, Carol, I need you to keep pushing. I need? Excuse me, could I have this?",Dr. Franzblau,neutral,neutral,35,surprise,"The surprise emotion may be due to the unexpected request or interruption from Dr. Franzblau, causing a shift in the conversation and catching Carol off guard."
C'mon up.,Rachel,neutral,neutral,36,neutral,The emotion of neutrality in this context may suggest that the speaker is simply making a casual invitation without any strong emotions attached. The listener's expected reaction of accepting the invitation may also contribute to the neutral tone of the speaker.
Behind my brother's back?  ... is exactly the kind of crazy thing you won't be hearing from me.,Monica,anger,negative,36,anger,"The reason for Monica's anger could be due to the suggestion of doing something sneaky or dishonest behind her brother's back, which goes against her values and principles."
"So, I hear, you hate me!",Janice,anger,negative,37,anger,"Reason for anger: The speaker may feel anger because they are confronting the listener about their negative feelings towards them, which could be hurtful or unexpected."
"I, ah, I never said hate, I was very careful about that.",Joey,neutral,neutral,37,neutral,The reason for the neutral emotion in this situation could be that Joey is being careful with his words and trying to clarify that he never explicitly said he hates Janice. This may indicate a desire to avoid conflict or misunderstanding.
A little birdie told me something about you wanting to rip your arm off and throw it at me.,Janice,anger,negative,37,anger,"The speaker's anger may be fueled by feeling accused or threatened by the listener's previous statement, leading them to react defensively and assertively."
And you got a 'hate' from that?! Your taking a big leap there...,Joey,fear,negative,37,anger,"The emotion of anger in this context may be triggered by the speaker's sarcastic or mocking comment, which could be seen as provocative or insulting by the listener."
"All right, fine, fine, fine, fine, fine, we've got to do something about our little situation here Joey.",Janice,anger,negative,37,anger,"The emotion of anger in Janice's utterance may be due to frustration or impatience with the situation, as well as a sense of urgency to address the issue with Joey."
"So, this is my idea: you and me spending some quality time together.",Janice,neutral,neutral,37,joy,"The reason for the emotion of frustration or exasperation in the speaker could be due to feeling the need to address and resolve a situation or problem with the listener, as indicated by their statement in the preUtterance."
But what does that gonna do...,Joey,anger,negative,37,anger,The emotion of anger in Joey's utterance could be due to frustration or annoyance at not understanding the purpose or benefit of the suggested plan by Janice.
For Chandler!,Janice,anger,negative,37,anger,"The reason for Janice's anger could be her frustration with Joey's question and her strong support for Chandler. She may feel the need to defend Chandler and express her loyalty to him, leading to her emotional outburst."
"Guess what, I got an audition!",Student,joy,positive,38,surprise,"The reason for the surprise emotion could be because the speaker was not expecting to get an audition, and the listener's possible reaction of congratulating or expressing excitement could have contributed to the surprise."
"Awww, one of my students got an audition. I?m so proud.",Joey,joy,positive,38,joy,"The reason for the emotion of joy in this situation is likely due to the speaker feeling proud and happy for their student's achievement, and the listener sharing in that joy and excitement."
I was wondering if you would consider coaching me for it?,Student,neutral,neutral,38,joy,"The emotion of joy in the current utterance may be due to the student seeking coaching from the listener, which shows a willingness to improve and succeed, leading to a positive response from the listener."
You bet! What?s the part?,Joey,joy,positive,38,joy,"The reason for Joey's joy could be because he is excited and willing to help with whatever the part is, which aligns with the speaker's intention of asking for coaching and the listener's possible willingness to help."
"Oh it?s great, it?s a role on",Student,joy,positive,38,joy,The reason for the speaker's joy could be because they are excited about the role they have been given and feel supported by the listener's positive reaction.
"Hi!  Hi!  Hi. Has umm, anyone seen Chandler?",Ross,neutral,neutral,39,joy,"The reason for Ross's joy could be that he is happy and excited to see Chandler, and his intention to find him may be driven by a positive and friendly motive. The listener's reaction of curiosity or interest in helping Ross locate Chandler may also contribute to Ross's joyful emotion."
I thought he was with you.,Mr. Geller,neutral,neutral,39,neutral,"The emotion of concern in Mr. Geller's statement ""I thought he was with you"" is likely due to the fact that Chandler is missing and there is uncertainty about his whereabouts. This uncertainty may lead to a sense of worry or unease, prompting Mr. Geller to express his concern and seek information from the listener."
"He-he was with me umm, we?re playing a little game, y?know? Hide and seek.",Ross,neutral,neutral,39,neutral,The reason for Mr. Geller's confusion or suspicion could be due to the fact that Ross's explanation of playing hide and seek seems questionable or inconsistent with the situation.
"You can?t ask us son, that?s cheating.",Mr. Geller,neutral,neutral,39,neutral,The emotion of neutrality in Mr. Geller may be due to his attempt to maintain a sense of fairness by not wanting to cheat in the game. His intention to uphold honesty may lead to a reaction of surprise or respect from the listener.
"You?re right, thanks for keeping me honest dad.",Ross,neutral,neutral,39,neutral,"The emotion of neutrality in Ross's utterance could be due to his acknowledgment of being corrected by his dad and appreciating the honesty. His intention was to thank his dad for keeping him honest, and the listener's possible reaction could be understanding and acceptance of the correction."
"Well, he better not come by here. He can?t see the bride in the wedding dress.",Mrs. Geller,neutral,neutral,39,fear,The emotion of fear in Mrs. Geller may be due to her concern for the bride's well-being and wanting to protect her from any potential negative interactions with someone she does not want to see.
"As I recall when we got married, I saw the groom in the wedding dress.",Mrs. Bing,joy,positive,39,joy,"The reason for the joy in Mrs. Bing's emotion could be due to the fond memory of seeing the groom in the wedding dress during their own wedding, which likely brings back happy and nostalgic feelings."
"But that was after the wedding, it?s not bad luck then.",Mr. Bing,neutral,neutral,39,neutral,"The emotion of neutral in the current utterance may be due to the speaker's casual and matter-of-fact tone in discussing the unusual situation from their wedding. The speaker's intention may be to share a humorous anecdote, while the listener's possible reaction of amusement or surprise could also contribute to the overall neutral emotion in the conversation."
"Honey, it isn?t good luck.",Mrs. Bing,neutral,neutral,39,neutral,"The reason for Mrs. Bing's neutral emotion could be due to her firm belief in the superstition of bad luck associated with the wedding tradition, despite Mr. Bing's attempt to argue against it."
Oh my God! Monica!,Ross,surprise,positive,39,surprise,"The emotion of surprise in Ross may be due to Monica's unexpected reaction or response, which may have caught him off guard based on the preUtterance of Mrs. Bing trying to comfort or reassure Monica."
"I know! Hey, how?s Chandler doin??",Monica,neutral,neutral,39,joy,The reason for the emotion of joy in this context is likely because Monica is excited to hear about Chandler's well-being and engage in a positive conversation with Ross.
Great. He?s doing great. Don?t you worry about Chandler.,Ross,neutral,neutral,39,joy,"The reason for the emotion of joy in Ross's utterance is likely because he is happy to report that Chandler is doing well, reassuring Monica and possibly easing her concerns."
Yeah baby!,Monica,joy,positive,40,joy,"The reason for Monica's joy in saying ""Yeah baby!"" could be that she is celebrating a success or victory, and the listener may react with shared excitement or congratulatory remarks."
"I?m really glad you guys are okay but, I just keep thinking what would happen if-if you two  actually had hooked up.",Phoebe,neutral,neutral,40,surprise,"The surprise emotion in Phoebe's utterance may be due to the unexpected thought of what could have happened if Monica and the other person had actually hooked up. This surprise could stem from a mix of curiosity, concern, and possibly even amusement."
"So, we did okay at the strip club, right?",Monica,neutral,neutral,41,neutral,The neutral emotion in this context may suggest that the speaker is unsure about their performance and is seeking feedback or validation from the listener. The listener may respond positively or provide constructive criticism to reassure the speaker.
"Oh yeah, that was great. Thanks to you, the hottest cocktail waitress there is quitting to teach the third grade!",Chandler,anger,negative,41,joy,"The emotion of joy in Chandler's utterance may be due to the satisfaction of causing a humorous or unexpected outcome at the strip club, as seen in Monica's reaction."
I can?t believe it! He still hasn?t called.,Rachel,anger,negative,41,anger,"The reason for Rachel's anger could be due to feeling frustrated and disappointed that the person she's waiting for hasn't called yet, leading to her expressing her emotions."
"Who, Josh?",Phoebe,surprise,negative,41,surprise,"The reason for the speaker's frustration or disappointment is likely because they were expecting Josh to call and he hasn't, leading to feelings of rejection or uncertainty. The listener may offer comfort or advice to help the speaker cope with their emotions."
It?s Joshua.,Rachel,anger,negative,41,anger,"The reason for Rachel's anger towards Joshua could be due to a past negative experience with him, such as betrayal or conflict. This could be inferred from the strong emotion displayed and Phoebe's curious inquiry about Joshua."
"What, he doesn?t like Josh?",Monica,surprise,negative,41,surprise,"The emotion of surprise in Monica may be due to the unexpected correction from Rachel about the correct name of Joshua. Monica's intention may have been to express confusion or curiosity about why someone doesn't like Joshua, leading to her surprise when corrected."
"No, I don?t.",Rachel,disgust,negative,41,disgust,"The reason for Rachel's disgust emotion could be that she is surprised or disappointed by the listener's lack of interest in Josh, as indicated by Monica's question. This lack of interest may go against Rachel's expectations or preferences, leading to her emotional response."
"All right, well I?m gonna put my sweats back on.",Chandler,neutral,neutral,41,neutral,The reason for Chandler's neutral emotion may be that he is simply stating his intention to put his sweats back on without any strong feelings attached to it.
Oh no!,Phoebe,surprise,negative,41,surprise,"The reason for Phoebe's surprise emotion may be due to Chandler's unexpected decision to put his sweats back on, which could have caught her off guard based on her previous expectations or assumptions."
Wait!,Phoebe,surprise,negative,41,surprise,"The reason for Phoebe's surprise in the current utterance ""Wait!"" may be due to unexpected information or a sudden change in the conversation, which could lead the listener to be curious or intrigued about what is happening next."
"Okay, y?know what, you were right, you were right.",Phoebe,sadness,negative,41,joy,"The reason for the joy emotion in this situation could be the speaker's realization of being wrong and admitting it, leading to a sense of relief and satisfaction. The listener may also feel validated or pleased by the speaker's admission."
"We really weren?t great at being guys, but you know why?",Phoebe,sadness,negative,41,joy,"The emotion of joy in the current utterance may be due to the speaker realizing and admitting their mistake, and the listener feeling validated by the admission."
Because we?re girls.,Phoebe,neutral,neutral,41,joy,"The emotion of joy in the utterance ""Because we're girls"" may be due to the speaker feeling a sense of camaraderie or empowerment in identifying with their gender, while the listener may also feel a sense of shared identity or understanding."
"Thank you, thanks.",Ross,joy,positive,42,joy,"Reason for the emotion of joy: Ross is feeling joy because he is expressing gratitude, which is likely to make the listener feel appreciated or acknowledged."
"Yeah, I lost it.",Ross,sadness,negative,42,sadness,"The sadness in Ross's current utterance may be due to the fact that he lost something important. The gratitude expressed in the preUtterance may have been a genuine expression of thanks for something, which could have elicited a positive response from the listener."
"Y?know, I?m not gonna play anymore,  would you, can you finish my set?",Ross,neutral,neutral,42,neutral,"The emotion of frustration or defeat may be due to the speaker feeling overwhelmed or unable to continue, leading them to ask for help or support from the listener."
"After that? Yeah! No, I mean if I can help.",Phoebe,surprise,positive,42,joy,"The reason for Phoebe's joy could be because she feels happy and willing to help Ross finish his set, showing her willingness to assist and support him."
"Yeah, like I could",Ross,neutral,neutral,42,neutral,"The reason for the neutral emotion in Ross's utterance could be that he is simply agreeing with Phoebe and showing understanding, without any strong emotional attachment to the conversation at that moment."
What?,Rachel,surprise,positive,42,surprise,"The reason for the emotion of surprise in Rachel's utterance could be due to Ross expressing doubt or skepticism in the preUtterance. This unexpected response may have caught Rachel off guard, leading to her surprise."
I played bad on purpose guys.,Ross,joy,positive,42,surprise,"The reason for Ross feeling surprised could be due to the unexpected and potentially confusing statement he made, which may have elicited shock or disbelief from the listener, Rachel."
"Okay, so you were trying to play bad this whole time.",Monica,surprise,positive,42,surprise,The reason for the surprise emotion in Monica could be due to the unexpected revelation from Ross that he was intentionally playing bad.
"Yeah?no, just that last song.",Ross,neutral,neutral,42,neutral,The reason for the neutral emotion in Ross's utterance could be that he was simply responding to Monica's comment without much emotion or attachment to the conversation.
"Oh, I was thinking about having people over for the game.",Monica,neutral,neutral,43,joy,The reason for the emotion of joy could be the speaker's excitement about the idea of hosting a gathering for the game and the listener's positive reaction to the invitation.
